timestamp,agent.name,rule.description,rule.level,rule.id
"Mar 25, 2026 @ 21:21:43.372",ip-10-20-135-160.ec2.internal,Azure Security Posture: Firewall should be enabled on Key Vault.,10,100200
"Mar 25, 2026 @ 21:21:43.372",ip-10-20-135-160.ec2.internal,Azure Security Posture: Remote debugging should be turned off for Web Applications.,10,100200
"Mar 25, 2026 @ 21:21:43.372",ip-10-20-135-160.ec2.internal,Azure Security Posture: Diagnostic logs in Key Vault should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.371",ip-10-20-135-160.ec2.internal,Azure Security Posture: Azure Key Vaults should use private link.,10,100200
"Mar 25, 2026 @ 21:21:43.371",ip-10-20-135-160.ec2.internal,Azure Security Posture: Role-Based Access Control should be used on Azure Keyvault Services (AKV).,10,100200
"Mar 25, 2026 @ 21:21:43.371",ip-10-20-135-160.ec2.internal,Azure Security Posture: Key vaults should have soft delete enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.371",ip-10-20-135-160.ec2.internal,Azure Security Posture: Disabled accounts with read and write permissions on Azure resources should be removed.,10,100200
"Mar 25, 2026 @ 21:21:43.371",ip-10-20-135-160.ec2.internal,Azure Security Posture: Vulnerabilities in security configuration on your Linux machines should be remediated (powered by Guest Configuration).,10,100200
"Mar 25, 2026 @ 21:21:43.370",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for Storage plan should be enabled with Malware Scanning and Sensitive Data Threat Detection.,10,100200
"Mar 25, 2026 @ 21:21:43.370",ip-10-20-135-160.ec2.internal,Azure Security Posture: A maximum of 3 owners should be designated for subscriptions.,10,100200
"Mar 25, 2026 @ 21:21:43.370",ip-10-20-135-160.ec2.internal,Azure Security Posture: Storage account public access should be disallowed.,10,100200
"Mar 25, 2026 @ 21:21:43.370",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for servers should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.369",ip-10-20-135-160.ec2.internal,Azure Security Posture: Key vaults should have deletion protection enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.369",ip-10-20-135-160.ec2.internal,Azure Security Posture: Disabled accounts with owner permissions on Azure resources should be removed.,10,100200
"Mar 25, 2026 @ 21:21:43.369",ip-10-20-135-160.ec2.internal,Azure Security Posture: Virtual networks should be protected by Azure Firewall.,10,100200
"Mar 25, 2026 @ 21:21:43.368",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for SQL servers on machines should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.368",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for APIs should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.368",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for Key Vault should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.368",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for Resource Manager should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.368",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for open-source relational databases should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.367",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for App Service should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.367",ip-10-20-135-160.ec2.internal,Azure Security Posture: Email notification for high severity alerts should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.367",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender CSPM should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.367",ip-10-20-135-160.ec2.internal,Azure Security Posture: Subscriptions should have a contact email address for security issues.,10,100200
"Mar 25, 2026 @ 21:21:43.366",ip-10-20-135-160.ec2.internal,Azure Security Posture: Vulnerabilities in security configuration on your Linux machines should be remediated (powered by Guest Configuration).,10,100200
"Mar 25, 2026 @ 21:21:43.366",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for Containers should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.366",ip-10-20-135-160.ec2.internal,Azure Security Posture: Email notification to subscription owner for high severity alerts should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.366",ip-10-20-135-160.ec2.internal,Azure Security Posture: Microsoft Defender for Azure SQL Database servers should be enabled.,10,100200
"Mar 25, 2026 @ 21:21:43.365",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update vim-minimal.,10,100200
"Mar 25, 2026 @ 21:21:43.364",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.364",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.363",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.363",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.362",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.361",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.360",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.358",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.358",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @tootallnate/once.,10,100200
"Mar 25, 2026 @ 21:21:43.357",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.357",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.355",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.354",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.354",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.353",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.352",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.352",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.351",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.351",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.350",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.349",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.349",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.348",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.347",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update freetype.,10,100200
"Mar 25, 2026 @ 21:21:43.346",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update next.,10,100200
"Mar 25, 2026 @ 21:21:43.346",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update freetype.,10,100200
"Mar 25, 2026 @ 21:21:43.346",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.344",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glibc.,10,100200
"Mar 25, 2026 @ 21:21:43.344",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.342",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.341",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.333",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.332",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.331",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.330",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.329",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.328",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.327",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.326",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.326",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 25, 2026 @ 21:21:43.325",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.324",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.323",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.323",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.322",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.321",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 25, 2026 @ 21:21:43.320",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.320",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.319",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.319",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.317",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.317",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.315",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.315",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.314",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.313",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.311",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.310",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.309",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.309",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.308",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.307",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.307",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.306",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.305",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.305",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.304",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.303",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.302",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.301",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.301",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update zlib.,10,100200
"Mar 25, 2026 @ 21:21:43.300",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.299",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.298",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.297",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.297",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.296",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.295",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.295",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.294",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.293",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.293",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.292",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.291",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.291",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.290",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.288",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.288",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.287",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.285",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.285",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.283",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.282",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.282",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.282",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.281",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.280",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.280",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.279",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.278",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.277",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.276",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.275",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.274",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.273",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.273",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.272",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.271",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.270",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.267",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.267",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.266",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.265",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.263",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.263",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.263",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.260",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.259",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.258",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.257",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.255",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.253",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.253",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.253",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 25, 2026 @ 21:21:43.251",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.251",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.250",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.248",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.246",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.245",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.243",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.243",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.242",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.238",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.237",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.214",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.211",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.210",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.210",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.208",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update idna.,10,100200
"Mar 25, 2026 @ 21:21:43.205",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.202",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.199",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.197",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update requests.,10,100200
"Mar 25, 2026 @ 21:21:43.193",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.190",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.189",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update setuptools.,10,100200
"Mar 25, 2026 @ 21:21:43.188",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update urllib3.,10,100200
"Mar 25, 2026 @ 21:21:43.188",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update braces.,10,100200
"Mar 25, 2026 @ 21:21:43.187",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.185",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.181",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.181",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.178",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.177",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.176",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.175",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 25, 2026 @ 21:21:43.175",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update diff.,10,100200
"Mar 25, 2026 @ 21:21:43.172",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.170",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.167",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.167",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.165",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.162",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.162",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.161",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update @isaacs/brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.158",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.154",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.153",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.152",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 25, 2026 @ 21:21:43.147",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 25, 2026 @ 21:21:43.143",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.143",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 25, 2026 @ 21:21:43.142",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 25, 2026 @ 21:21:43.140",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update musl.,10,100200
"Mar 25, 2026 @ 21:21:43.140",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update axios.,10,100200
"Mar 25, 2026 @ 21:21:43.139",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 25, 2026 @ 21:21:43.138",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update jws.,10,100200
"Mar 25, 2026 @ 21:21:43.137",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 25, 2026 @ 21:21:43.136",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.135",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.134",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update typeorm.,10,100200
"Mar 25, 2026 @ 21:21:43.133",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 25, 2026 @ 21:21:43.131",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update webpack.,10,100200
"Mar 25, 2026 @ 21:21:43.129",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 25, 2026 @ 21:21:43.128",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 25, 2026 @ 21:21:43.126",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 25, 2026 @ 21:21:43.123",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update lodash.,10,100200
"Mar 25, 2026 @ 21:21:43.122",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.121",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update validator.,10,100200
"Mar 25, 2026 @ 21:21:43.119",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
